#OTU ID	ExtrCTRL	NTC	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S019	S020	S021	S022	S023	S024	S025	S026	S027	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	Consensus Lineage
ZOTU2364	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1992	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	22	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU991	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	24	0	0	0	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU2177	0	0	0	1	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	1	4	9	0	0	1	4	0	0	1	0	0	0	7	27	0	4	0	0	0	0	0	2	0	5	0	0	0	11	0	1	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	0	0	13	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	3	0	8	0	0	0	4	0	0	0	5	0	0	6	1	0	0	0	25	0	0	0	0	51	0	0	0	3	0	0	0	1	130	0	0	0	0	0	0	0	0	0	2	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU300	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	1	0	0	77	14	0	1	0	0	4	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	2	0	8	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU2618	0	0	0	1	6	1	17	9	0	0	0	0	0	1	0	1	0	0	8	0	8	0	15	61	17	4	34	0	48	0	0	23	55	0	0	25	0	1	0	0	0	4	0	0	0	2	0	29	38	8	0	0	0	0	0	6	0	0	0	45	6	2	1	0	1	1	0	18	0	65	0	0	0	0	0	60	36	219	0	0	1	0	12	0	0	0	0	2	7	13	18	0	0	0	0	0	1	11	33	0	0	0	0	1	0	0	9	0	0	0	0	76	199	0	1	0	1	0	0	0	442	0	0	68	0	0	13	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU304	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	540	0	0	0	0	0	0	22	1	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
ZOTU2635	0	0	0	1	0	0	2	2	0	2	0	1	1	0	1	0	1	0	0	0	3	24	4	1	3	52	15	0	4	166	0	0	12	1	5	1	0	0	2	4	55	2640	279	66	139	4	11	70	145	5	1	0	0	472	0	3	1	220	1	7	0	10	338	961	34	4	1	134	0	7	5	0	0	0	0	0	0	0	181	0	1	0	3	18	10	41	1	0	2	7	0	0	0	0	0	15	0	1	1	0	0	0	0	0	162	9	170	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__; f__; g__; s__
ZOTU2830	0	0	0	1	4	1	5	0	0	0	6	6	2	0	0	1	0	4	0	14	2	4	12	5	1	1	6	11	4	0	1	1	0	0	0	6	0	3	0	0	0	2	4	2	0	8	3	50	2	15	0	11	0	1	0	1	0	3	0	1	5	0	1	219	4	0	0	36	0	5	57	0	1	0	5	0	0	101	13	30	14	3	6	7	0	10	4	1	6	1	4	17	4	0	1	62	0	4	5	3	2	124	267	2	8	5	2	121	2	1	9	1	10	0	2	1	0	2	1	0	0	4	5	63	3	1	42	31	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1005	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__; g__; s__
ZOTU807	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	19	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU461	0	0	0	0	21	0	0	0	0	0	1	0	0	0	2	0	6	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
ZOTU2335	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU910	0	0	0	0	13	0	0	3	0	0	0	17	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	22	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	3	1	6	1	5	3	0	0	0	0	0	1	0	0	0	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	152	0	1	0	0	0	16	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU968	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	1	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU589	0	0	0	0	34	0	3	0	0	0	0	0	1	0	0	0	0	0	0	9	0	9	1	32	0	3	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	2	3	0	0	2	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	19	0	6	0	0	0	4	0	9	0	0	0	0	0	0	0	1	20	1	0	1	1	0	0	0	0	1	0	9	7	32	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
ZOTU1292	0	0	0	0	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
ZOTU1356	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1528	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU1037	0	0	0	0	21	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	12	11	1	0	3	1	11	4	0	0	4	1	0	0	9	0	108	0	16	2	5	2	4	0	4	34	0	15	5	2	11	0	1	0	12	0	5	28	0	30	0	18	0	0	0	1	1	0	0	59	0	124	0	0	5	0	0	0	27	0	2	0	0	0	0	0	6	1	6	0	3	0	0	0	0	16	68	0	0	30	0	0	1	0	0	0	15	0	0	0	1	36	0	0	135	24	40	212	0	0	0	0	8	27	0	32	1	 k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Talaromyces; s__
ZOTU1294	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU2441	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	1	0	4	18	0	6	0	77	0	0	0	0	18	0	14	0	0	0	0	0	1	34	0	38	0	0	3	0	0	0	0	0	0	0	8	0	0	71	0	0	0	0	4	0	19	0	0	0	0	0	0	7	11	0	0	0	1	0	0	0	19	0	0	22	11	0	4	0	0	0	0	0	0	0	11	0	0	39	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1060	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	11	0	0	0	0	0	15	0	86	47	199	255	1188	0	0	1	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU971	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	19	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
ZOTU1577	0	0	0	0	12	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU1724	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza; s__
ZOTU2521	0	0	0	0	10	0	1	0	0	0	0	0	10	0	0	0	0	0	3	8	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	117	1	0	54	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	7	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__; s__
ZOTU1712	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU2272	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	1	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	1	 k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__; g__; s__
ZOTU942	0	0	0	0	10	0	1	0	0	1	0	0	0	0	0	0	5	0	4	1	0	0	3	1	0	1	0	0	2	0	0	0	1	0	0	25	0	0	362	0	0	0	1	0	0	0	0	4	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	1	0	0	0	0	0	31	0	6	1	2	0	0	0	0	0	0	15	0	9	10	0	1	3	0	0	0	0	0	0	23	0	1	1	0	0	0	0	17	0	0	1	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	13	1	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU2268	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
ZOTU797	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU309	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	3	0	0	7	0	0	49	0	0	0	7	0	0	0	0	0	0	0	2	31	0	1	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	0	0	0	0	0	30	0	0	0	0	0	0	0	0	393	12	19	 k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
ZOTU491	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	5	0	17	0	0	0	0	0	24	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	28	12	18	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	8	1	0	0	0	54	0	0	0	0	0	41	0	0	0	0	0	0	3	1	0	4	2	1	2	1	0	0	0	2	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34	0	0	26	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1880	0	0	0	0	1	0	0	0	39	12	0	0	0	0	0	0	0	0	0	2	2	5	0	0	1	5	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	17	1	0	0	0	1	0	1	0	0	0	0	0	 k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__; s__
ZOTU421	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	17	10	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	134	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
ZOTU1443	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU1942	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	6	0	0	0	2	0	0	0	0	9	9	0	11	0	21	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__; g__; s__
ZOTU659	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	2	1	0	8	0	0	4	0	0	35	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3	19	5	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
ZOTU2676	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
ZOTU395	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__Leotiomycetes; o__; f__; g__; s__
ZOTU1167	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU2294	0	0	0	0	1	0	0	0	0	0	0	0	74	0	0	0	0	0	6	17	0	0	0	0	0	2	0	0	1	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
ZOTU1908	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__Ascomycota; c__Sordariomycetes; o__; f__; g__; s__
ZOTU2502	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Fungi; p__; c__; o__; f__; g__; s__
